"group","id","rsp_column","weighted","jaccard","sorensen","frac_unique_1","frac_unique_2","jaccard_lwr","jaccard_upr","sorensen_lwr","sorensen_upr","frac_unique_1_lwr","frac_unique_1_upr","frac_unique_2_lwr","frac_unique_2_upr"
"humans","5181","rsp_humans",TRUE,0.155433645291336,0.269048155079722,0.667204517950787,0.774203419081585,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5264","rsp_humans",TRUE,0.3155761975269,0.479753583441445,0.372006472491909,0.611866588812729,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5268","rsp_humans",TRUE,0.379874571578917,0.550592900837715,0.368364225301422,0.51201825090855,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5270","rsp_humans",TRUE,0.375491623379417,0.545974423976323,0.458924946135935,0.449036668738347,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5277","rsp_humans",TRUE,0.233878808138473,0.379095267048667,0.570438799076213,0.660759556340147,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5278","rsp_humans",TRUE,0.342727233920608,0.510494202042635,0.513448706629091,0.463084495488105,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5282","rsp_humans",TRUE,0.302680906879627,0.464704603070683,0.428631756756757,0.608399753495492,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5284","rsp_humans",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5285","rsp_humans",TRUE,0.414107657393993,0.585680524716395,0.299805230940456,0.49664182794088,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5301","rsp_humans",TRUE,0.4298083948265,0.601211178199377,0.32242287434161,0.459684747346179,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5303","rsp_humans",TRUE,0.376178434347122,0.546700086207333,0.395689550793074,0.500882026089941,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5308","rsp_humans",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5439","rsp_humans",TRUE,0.386739536185374,0.557768097171604,0.52887469165194,0.316539365452409,NA,NA,NA,NA,NA,NA,NA,NA
