"group","id","niche_type","n_points","n_axes","rsp_column","weighted","volume_observed","volume_boot_mean","volume_lwr","volume_upr"
"food","5181","Potential",188,3,"rsp_food",TRUE,3.97262663529701,2.14769598399032,1.50873284884436,2.96429036164047
"food","5181","Realized",49,3,"rsp_food",TRUE,6.2221777983287,219.674192562283,118.570185610671,290.544576529056
"food","5264","Potential",1475,3,"rsp_food",TRUE,12.4756322685663,8.71560040462472,7.70169073736736,9.59210010191756
"food","5264","Realized",289,3,"rsp_food",TRUE,10.9007318378059,26.3517665618607,16.0659913538638,39.6001393916871
"food","5268","Potential",348,3,"rsp_food",TRUE,6.11653068464706,6.1173852883219,4.86331174796916,7.66933477261714
"food","5268","Realized",119,3,"rsp_food",TRUE,7.63812541067918,45.3236674915568,24.1330977280549,64.255325500924
"food","5270","Potential",182,3,"rsp_food",TRUE,6.07615941510915,4.55237589318676,3.53402859727557,5.75615039156182
"food","5270","Realized",51,3,"rsp_food",TRUE,5.59679523515641,9.26752036828644,6.23994214289379,12.8531117060906
"food","5277","Potential",108,3,"rsp_food",TRUE,8.43221595891574,8.86542265931596,6.85659918172019,12.0278833043579
"food","5277","Realized",44,3,"rsp_food",TRUE,5.48328511481312,10.1786664035149,2.23402403499543,25.8252468212942
"food","5278","Potential",419,3,"rsp_food",TRUE,5.33393740486811,1.99635702934526,1.45892158272267,2.82962077103436
"food","5278","Realized",100,3,"rsp_food",TRUE,5.52910197670297,7.28313502335854,4.41368770717547,10.935150950656
"food","5282","Potential",145,3,"rsp_food",TRUE,3.24188186311183,0.65188451053854,0.263109086736655,1.05601747768188
"food","5282","Realized",38,3,"rsp_food",TRUE,1.8356204280336,0.0902384746192281,0.0449809597672007,0.178801006299962
"food","5284","Potential",34,3,"rsp_food",TRUE,3.69367772383351,8.41096219525222,5.80692803043213,9.86334793360598
"food","5284","Realized",18,3,"rsp_food",TRUE,NA,NA,NA,NA
"food","5285","Potential",938,3,"rsp_food",TRUE,4.80555492719974,1.79816370921848,1.39961205955283,2.13365602331107
"food","5285","Realized",183,3,"rsp_food",TRUE,2.80475331768008,0.365074780228454,0.250350120456902,0.594417244305484
"food","5301","Potential",5822,3,"rsp_food",TRUE,11.0314317687177,6.99702763849567,6.5588087989916,7.5661466234051
"food","5301","Realized",1119,3,"rsp_food",TRUE,9.01375707935718,11.6955800635716,10.5017357882033,12.9731743214742
"food","5303","Potential",1535,3,"rsp_food",TRUE,15.2723790569933,103.028496238759,93.3465983034866,111.327368960004
"food","5303","Realized",365,3,"rsp_food",TRUE,11.7404681180297,92.845315688593,67.6779827179533,118.990653598922
"food","5308","Potential",157,3,"rsp_food",TRUE,3.58635681883712,1.02583940096531,0.361602576327985,1.56536942611979
"food","5308","Realized",29,3,"rsp_food",TRUE,2.11270938679843,0.954162077730007,0.0402645317698834,2.60279986622215
"food","5439","Potential",747,3,"rsp_food",TRUE,4.28244089763931,1.20390433088081,0.828435113373287,1.72635502098845
"food","5439","Realized",198,3,"rsp_food",TRUE,5.22679917673417,3.91006429376202,2.19285451529836,5.88893821353108
