"group","id","rsp_column","weighted","jaccard","sorensen","frac_unique_1","frac_unique_2","jaccard_lwr","jaccard_upr","sorensen_lwr","sorensen_upr","frac_unique_1_lwr","frac_unique_1_upr","frac_unique_2_lwr","frac_unique_2_upr"
"food","5181","rsp_food",TRUE,0.333049877958827,0.499681044896526,0.590645695364238,0.358843531047189,0.00554910188882328,0.0171643564371824,0.0110369584617237,0.0337494256811876,0.982796801437436,0.99444954322151,0,0.192307692307692
"food","5264","rsp_food",TRUE,0.568639822250193,0.725010055443431,0.222616458738697,0.320751899704142,0.209691087804684,0.464295921691793,0.346685347864223,0.634155707771838,0.495811679957374,0.789343940258325,0.017129907570906,0.150916261529152
"food","5268","rsp_food",TRUE,0.420887668714328,0.592429194765498,0.466579861111111,0.333882207500061,0.0786056704174995,0.223558519132229,0.145754230640602,0.365423493090902,0.770699685734385,0.920865684276835,0.00742363349367949,0.192359958850468
"food","5270","rsp_food",TRUE,0.600325040460445,0.750253886282651,0.217616580310881,0.279340863820509,0.282860778986173,0.539872444735133,0.440984372838662,0.701190834650264,0.383824359060559,0.709031871669867,0.0540399103658772,0.238351615163017
"food","5277","rsp_food",TRUE,0.514574521514087,0.679497131642857,0.137784843667197,0.43932039270329,0.200687932328929,0.601514780258831,0.334287707803755,0.751182279518462,0.0209973324513213,0.714671725500462,0.0459314670557278,0.793102524194681
"food","5278","rsp_food",TRUE,0.431875135905423,0.603230163127784,0.407416154936231,0.385733978408892,0.144567858080863,0.318627526259077,0.252615592399605,0.48327145807735,0.630178666702215,0.853309635980324,0.0566837729542095,0.353749859163255
"food","5282","rsp_food",TRUE,0.51601248227023,0.680749648574794,0.0584905660377359,0.466897924371446,0.0474833937218673,0.241213559978399,0.0906618540556161,0.388673419023421,0.0690219716883096,0.351572933362545,0.728890008150872,0.952092963805145
"food","5284","rsp_food",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"food","5285","rsp_food",TRUE,0.42797263907066,0.599412940221585,0.186788154897494,0.525370398407437,0.100892944398711,0.270235351127854,0.183292925821049,0.425488586529445,0.149443280190766,0.222720557133489,0.710098118401786,0.896882365650484
"food","5301","rsp_food",TRUE,0.6568601330611,0.792897505292171,0.118359853121175,0.279613899447773,0.467911235524179,0.555134119676875,0.637519792641617,0.713937290177539,0.401137888632191,0.513049566498633,0.0681002840974315,0.136769112570003
"food","5303","rsp_food",TRUE,0.444090733076756,0.615045471735122,0.292441784831534,0.456072650119854,0.526922734472254,0.766184085361817,0.690175872169534,0.867615185271247,0.0703582053183652,0.263568567751663,0.099980499218175,0.436401492706686
"food","5308","rsp_food",TRUE,0.533355033335655,0.69567063301106,0.0617088607594937,0.44725619965891,0.034030883219094,0.460605416708947,0.0658217882516833,0.630704784822393,0.00627125448705845,0.819682994851581,0.236011801242236,0.965957589339208
"food","5439","rsp_food",TRUE,0.522367993698318,0.686257193872448,0.375737981445038,0.238076535639254,0.1372652715183,0.317918693975495,0.241395343325616,0.482455672014315,0.620639459834147,0.858162563711727,0.15324434011934,0.378739079613398
"humans","5181","rsp_humans",TRUE,0.155433645291336,0.269048155079722,0.667204517950787,0.774203419081585,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5264","rsp_humans",TRUE,0.3155761975269,0.479753583441445,0.372006472491909,0.611866588812729,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5268","rsp_humans",TRUE,0.379874571578917,0.550592900837715,0.368364225301422,0.51201825090855,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5270","rsp_humans",TRUE,0.375491623379417,0.545974423976323,0.458924946135935,0.449036668738347,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5277","rsp_humans",TRUE,0.233878808138473,0.379095267048667,0.570438799076213,0.660759556340147,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5278","rsp_humans",TRUE,0.342727233920608,0.510494202042635,0.513448706629091,0.463084495488105,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5282","rsp_humans",TRUE,0.302680906879627,0.464704603070683,0.428631756756757,0.608399753495492,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5284","rsp_humans",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5285","rsp_humans",TRUE,0.414107657393993,0.585680524716395,0.299805230940456,0.49664182794088,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5301","rsp_humans",TRUE,0.4298083948265,0.601211178199377,0.32242287434161,0.459684747346179,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5303","rsp_humans",TRUE,0.376178434347122,0.546700086207333,0.395689550793074,0.500882026089941,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5308","rsp_humans",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"humans","5439","rsp_humans",TRUE,0.386739536185374,0.557768097171604,0.52887469165194,0.316539365452409,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5181","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5264","rsp_veg",TRUE,0.0668288768752394,0.12528509177776,0.865442020665901,0.882792135271325,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5268","rsp_veg",TRUE,0.0350472264739077,0.0677210190559187,0.921387790953008,0.940519589600892,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5270","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5277","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5278","rsp_veg",TRUE,0.0616927622014028,0.116215847743906,0.86179834131939,0.899734835929731,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5282","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5284","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5285","rsp_veg",TRUE,0.048183041812758,0.0919363124391498,0.888492799087409,0.92179043110612,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5301","rsp_veg",TRUE,0.0638663419696702,0.120064597309144,0.862765273311897,0.893286826487626,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5303","rsp_veg",TRUE,0.0616193744007798,0.116085625199823,0.881214024071167,0.886494680841686,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5308","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5439","rsp_veg",TRUE,0.0596806552834561,0.112638944545972,0.910086580653082,0.849262240107311,NA,NA,NA,NA,NA,NA,NA,NA
"weather","5181","rsp_weather",TRUE,0.518535872158925,0.682941880617828,0.396319421623398,0.213837537538289,0.0965244281300493,0.335256055773675,0.17605522530893,0.502159755827265,0.652747850658654,0.903243464011118,0.0110671803604023,0.154122620234752
"weather","5264","rsp_weather",TRUE,0.798065028868202,0.887693176893103,0.0962594549787586,0.127794240359059,0.426309924767582,0.763564674201743,0.597779942171066,0.865933283087932,0.114862440191388,0.565545991822486,0.0287301680392132,0.294416976669641
"weather","5268","rsp_weather",TRUE,0.513596379179365,0.678643773524121,0.369510135135135,0.265238533700414,0.344342706184398,0.616389528665753,0.512284113875733,0.762674488373599,0.202912183582547,0.417866232325946,0.155414245873892,0.612400221761553
