"group","id","niche_type","n_points","n_axes","rsp_column","weighted","volume_observed","volume_boot_mean","volume_lwr","volume_upr"
"weather","5181","Potential",188,5,"rsp_weather",TRUE,53.5072033578396,57.2678082567421,40.4933195068578,74.412101671996
"weather","5181","Realized",49,5,"rsp_weather",TRUE,69.681477685367,310.862974267511,154.483361467748,476.1703241567
"weather","5264","Potential",1476,5,"rsp_weather",TRUE,218.844277581295,450.060288671964,357.965347907327,544.81078544843
"weather","5264","Realized",289,5,"rsp_weather",TRUE,211.208007013097,634.347364921334,369.087374659605,940.295629436491
"weather","5268","Potential",348,5,"rsp_weather",TRUE,133.730822224839,531.326265850169,431.880717139777,636.396047071646
"weather","5268","Realized",119,5,"rsp_weather",TRUE,155.847477498202,476.521481477021,306.493025818829,697.605919844089
"weather","5270","Potential",182,5,"rsp_weather",TRUE,54.9000823035794,212.206559414869,146.633512906527,263.081335161033
"weather","5270","Realized",51,5,"rsp_weather",TRUE,72.8739906319617,1129.40701739426,514.997829941705,1668.14587979987
"weather","5277","Potential",108,5,"rsp_weather",TRUE,45.1449616002664,35.2252818686588,16.0307784225971,64.493889940978
"weather","5277","Realized",44,5,"rsp_weather",TRUE,67.1276064946309,79.1047729229062,31.8237429986795,189.109198293717
"weather","5278","Potential",419,5,"rsp_weather",TRUE,125.431712300177,191.224360405638,148.294267841064,233.982261792842
"weather","5278","Realized",100,5,"rsp_weather",TRUE,119.799972848599,374.2149466977,236.520264579415,554.050110977927
"weather","5282","Potential",145,5,"rsp_weather",TRUE,47.6147762618781,50.5924060019941,30.0103811097412,70.3313096462828
"weather","5282","Realized",38,5,"rsp_weather",TRUE,61.5470730535132,91.1571414266782,59.5706575586492,137.303715678141
"weather","5284","Potential",34,5,"rsp_weather",TRUE,23.6814410640802,153.480502133532,91.0194713778776,195.712612396022
"weather","5284","Realized",18,5,"rsp_weather",TRUE,NA,NA,NA,NA
"weather","5285","Potential",938,5,"rsp_weather",TRUE,135.528592992081,180.799541028041,143.168132995086,212.315797332267
"weather","5285","Realized",183,5,"rsp_weather",TRUE,128.397515344321,323.060645538584,141.825594281205,523.733237453289
"weather","5301","Potential",5822,5,"rsp_weather",TRUE,377.407829541703,423.152991479799,389.605326726341,454.324144160488
"weather","5301","Realized",1119,5,"rsp_weather",TRUE,355.740275657193,611.478118045571,519.484945801882,692.346120401321
"weather","5303","Potential",1535,5,"rsp_weather",TRUE,211.494258324017,366.735944009324,308.299008962535,428.283765564855
"weather","5303","Realized",365,5,"rsp_weather",TRUE,294.481129963361,1318.44535381855,975.344157342398,1651.34690929646
"weather","5308","Potential",157,5,"rsp_weather",TRUE,26.2723880902409,1.47173032405535,0.778028156533862,2.16295454981416
"weather","5308","Realized",29,5,"rsp_weather",TRUE,24.9800105920737,5.57092531052939,1.12562395447628,12.1319239112676
"weather","5439","Potential",747,5,"rsp_weather",TRUE,185.855411762566,554.22945934186,478.950616319015,604.068006593823
"weather","5439","Realized",198,5,"rsp_weather",TRUE,192.618135840496,770.531471713537,633.974252723879,975.587189841711
