"group","id","rsp_column","weighted","jaccard","sorensen","frac_unique_1","frac_unique_2","jaccard_lwr","jaccard_upr","sorensen_lwr","sorensen_upr","frac_unique_1_lwr","frac_unique_1_upr","frac_unique_2_lwr","frac_unique_2_upr"
"veg","5181","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5264","rsp_veg",TRUE,0.0668288768752394,0.12528509177776,0.865442020665901,0.882792135271325,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5268","rsp_veg",TRUE,0.0350472264739077,0.0677210190559187,0.921387790953008,0.940519589600892,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5270","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5277","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5278","rsp_veg",TRUE,0.0616927622014028,0.116215847743906,0.86179834131939,0.899734835929731,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5282","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5284","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5285","rsp_veg",TRUE,0.048183041812758,0.0919363124391498,0.888492799087409,0.92179043110612,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5301","rsp_veg",TRUE,0.0638663419696702,0.120064597309144,0.862765273311897,0.893286826487626,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5303","rsp_veg",TRUE,0.0616193744007798,0.116085625199823,0.881214024071167,0.886494680841686,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5308","rsp_veg",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"veg","5439","rsp_veg",TRUE,0.0596806552834561,0.112638944545972,0.910086580653082,0.849262240107311,NA,NA,NA,NA,NA,NA,NA,NA
